Fighter 1,Fighter 1 KD,Fighter 1 Sig STR,Fighter 1 Sig Str Percent,Fighter 1 TD,Fighter 1 TD Percent,Fighter 1 Sub AttemptFighter 1 Rev,Fighter 1 Control,Fighter 1 Significant Head Strikes,Fighter 1 Significant Body Strikes,Fighter 1 Significant Leg Strikes,Fight 1 Significatn Distane Strikes,Fighter 1 Significant Clinch Strikes,Fighter 1 Significant Ground Strikes,Fighter 2,Fighter 2 KD,Fighter 2 Sig STR,Fighter 2 Sig Str Percent,Fighter 2 TD,Fighter 2 TD Percent,Fighter 2 Sub AttemptFighter 2 Rev,Fighter 2 Control,Fighter 2 Significant Head Strikes,Fighter 2 Significant Body Strikes,Fighter 2 Significant Leg Strikes,Fight 2 Significatn Distane Strikes,Fighter 2 Significant Clinch Strikes,Fighter 2 Significant Ground Strikes
Derrick Lewis,1,17 of 33,51%,20 of 36,0 of 0,---,0,0,0:29,16 of 32,1 of 1,0 of 0,1 of 1,0 of 0,16 of 32,Marcos Rogerio de Lima,0,1 of 1,1 of 1,100%,2 of 2,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
Tony Ferguson,0,54 of 123,43%,62 of 138,0 of 3,0%,0,0,0:13,38 of 98,11 of 18,5 of 7,50 of 118,2 of 2,2 of 3,Bobby Green,0,137 of 217,137 of 217,63%,145 of 227,0 of 0,---,1,0,3:25,95 of 166,24 of 31,18 of 20,115 of 183,1 of 1,21 of 33
Michael Chiesa,0,4 of 11,36%,6 of 13,0 of 5,0%,0,0,0:15,4 of 11,0 of 0,0 of 0,3 of 7,1 of 4,0 of 0,Kevin Holland,0,9 of 16,9 of 16,56%,12 of 19,0 of 0,---,1,0,0:40,7 of 14,2 of 2,0 of 0,4 of 9,4 of 5,1 of 2
Gabriel Bonfim,0,3 of 11,27%,3 of 11,1 of 1,100%,1,0,0:26,2 of 10,1 of 1,0 of 0,3 of 11,0 of 0,0 of 0,Trevin Giles,0,1 of 5,1 of 5,20%,1 of 5,0 of 0,---,0,0,0:14,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0,0 of 0
CJ Vergara,0,109 of 181,60%,109 of 181,0 of 0,---,0,0,0:00,43 of 102,45 of 57,21 of 22,104 of 176,5 of 5,0 of 0,Vinicius Salvador,0,88 of 195,88 of 195,45%,89 of 196,0 of 2,0%,0,0,0:01,54 of 154,19 of 25,15 of 16,87 of 194,1 of 1,0 of 0
Roman Kopylov,1,32 of 42,76%,32 of 42,0 of 0,---,0,0,0:03,20 of 29,9 of 10,3 of 3,29 of 38,2 of 3,1 of 1,Claudio Ribeiro,0,32 of 59,32 of 59,54%,33 of 60,0 of 1,0%,0,0,0:16,18 of 45,7 of 7,7 of 7,29 of 56,3 of 3,0 of 0
Jake Matthews,0,60 of 101,59%,71 of 113,0 of 1,0%,1,0,1:15,40 of 78,14 of 17,6 of 6,47 of 84,2 of 5,11 of 12,Darrius Flowers,0,36 of 64,36 of 64,56%,41 of 69,1 of 3,33%,0,0,1:03,21 of 48,6 of 6,9 of 10,31 of 57,5 of 7,0 of 0
Matthew Semelsberger,1,52 of 120,43%,53 of 121,0 of 2,0%,0,0,1:13,31 of 91,8 of 14,13 of 15,42 of 106,3 of 5,7 of 9,Uros Medic,1,69 of 128,69 of 128,53%,76 of 135,1 of 1,100%,0,0,0:22,49 of 98,17 of 27,3 of 3,50 of 104,13 of 18,6 of 6
Miranda Maverick,0,36 of 51,70%,105 of 132,3 of 9,33%,1,0,8:54,23 of 37,8 of 8,5 of 6,16 of 29,2 of 2,18 of 20,Priscila Cachoeira,0,11 of 23,11 of 23,47%,13 of 26,0 of 0,---,0,0,0:00,7 of 18,2 of 3,2 of 2,10 of 22,0 of 0,1 of 1
Tom Aspinall,1,13 of 18,72%,13 of 18,0 of 0,---,0,0,0:05,12 of 17,1 of 1,0 of 0,7 of 10,0 of 0,6 of 8,Marcin Tybura,0,4 of 15,4 of 15,26%,4 of 15,0 of 0,---,0,0,0:00,2 of 13,2 of 2,0 of 0,4 of 15,0 of 0,0 of 0
Molly McCann,0,6 of 16,37%,6 of 16,0 of 0,---,0,0,0:07,1 of 11,4 of 4,1 of 1,6 of 16,0 of 0,0 of 0,Julija Stoliarenko,0,9 of 29,9 of 29,31%,9 of 29,1 of 1,100%,1,0,0:19,4 of 20,2 of 3,3 of 6,9 of 29,0 of 0,0 of 0
Nathaniel Wood,1,84 of 148,56%,108 of 174,1 of 2,50%,0,0,1:47,38 of 90,10 of 18,36 of 40,71 of 123,0 of 0,13 of 25,Andre Fili,1,58 of 151,58 of 151,38%,76 of 179,0 of 2,0%,0,1,2:55,45 of 134,7 of 10,6 of 7,53 of 144,3 of 5,2 of 2
Paul Craig,0,40 of 82,48%,54 of 101,2 of 2,100%,1,0,2:56,31 of 66,8 of 15,1 of 1,10 of 32,0 of 0,30 of 50,Andre Muniz,0,24 of 40,24 of 40,60%,31 of 47,2 of 2,100%,0,0,1:47,15 of 30,2 of 3,7 of 7,15 of 27,1 of 1,8 of 12
Jai Herbert,0,49 of 134,36%,58 of 150,0 of 6,0%,0,0,4:12,7 of 79,23 of 31,19 of 24,38 of 119,11 of 15,0 of 0,Fares Ziam,0,61 of 113,61 of 113,53%,96 of 153,1 of 5,20%,0,0,1:30,29 of 74,19 of 23,13 of 16,45 of 93,16 of 20,0 of 0
Lerone Murphy,1,59 of 109,54%,87 of 144,3 of 5,60%,2,0,7:38,37 of 81,15 of 18,7 of 10,24 of 61,12 of 14,23 of 34,Josh Culibao,0,23 of 59,23 of 59,38%,40 of 77,0 of 2,0%,0,0,1:30,16 of 48,5 of 6,2 of 5,19 of 53,4 of 6,0 of 0
Davey Grant,0,70 of 215,32%,70 of 215,0 of 1,0%,0,0,0:06,17 of 127,27 of 55,26 of 33,70 of 213,0 of 2,0 of 0,Daniel Marcos,0,48 of 140,48 of 140,34%,49 of 141,1 of 1,100%,0,0,0:13,21 of 90,6 of 24,21 of 26,47 of 139,1 of 1,0 of 0
Danny Roberts,0,44 of 133,33%,44 of 134,0 of 2,0%,0,0,0:05,27 of 111,14 of 19,3 of 3,44 of 132,0 of 1,0 of 0,Jonny Parsons,2,63 of 124,63 of 124,50%,69 of 133,0 of 0,---,0,0,1:26,42 of 95,12 of 19,9 of 10,51 of 101,7 of 15,5 of 8
Marc Diakiese,0,20 of 46,43%,29 of 60,2 of 3,66%,0,0,3:09,8 of 25,6 of 11,6 of 10,20 of 46,0 of 0,0 of 0,Joel Alvarez,0,42 of 75,42 of 75,56%,64 of 98,0 of 1,0%,1,0,1:26,20 of 49,12 of 16,10 of 10,37 of 70,2 of 2,3 of 3
Mick Parkin,0,95 of 156,60%,98 of 159,0 of 0,---,0,0,0:00,37 of 94,16 of 20,42 of 42,92 of 151,3 of 5,0 of 0,Jamal Pogues,0,36 of 135,36 of 135,26%,37 of 136,0 of 1,0%,0,0,1:17,22 of 119,4 of 6,10 of 10,34 of 132,2 of 3,0 of 0
Makhmud Muradov,2,54 of 97,55%,68 of 114,13 of 16,81%,0,0,5:10,39 of 77,15 of 20,0 of 0,46 of 79,5 of 11,3 of 7,Bryan Barberena,0,28 of 81,28 of 81,34%,81 of 138,0 of 1,0%,0,0,0:02,13 of 56,2 of 4,13 of 21,27 of 79,1 of 2,0 of 0
Ketlen Vieira,0,15 of 33,45%,65 of 103,3 of 3,100%,3,0,10:49,13 of 31,1 of 1,1 of 1,8 of 25,1 of 2,6 of 6,Pannie Kianzad,0,22 of 51,22 of 51,43%,92 of 144,0 of 0,---,0,1,2:11,17 of 45,3 of 4,2 of 2,10 of 30,0 of 0,12 of 21
Holly Holm,0,27 of 39,69%,50 of 70,0 of 1,0%,0,0,3:05,15 of 24,10 of 12,2 of 3,21 of 31,6 of 8,0 of 0,Mayra Bueno Silva,0,20 of 37,20 of 37,54%,31 of 50,0 of 0,---,1,0,0:00,9 of 21,7 of 10,4 of 6,13 of 28,7 of 9,0 of 0
Jack Della Maddalena,0,83 of 137,60%,149 of 212,1 of 2,50%,0,0,1:19,55 of 104,27 of 32,1 of 1,68 of 119,14 of 17,1 of 1,Bassil Hafez,0,32 of 124,32 of 124,25%,48 of 141,3 of 20,15%,0,1,6:48,29 of 117,2 of 6,1 of 1,28 of 118,4 of 6,0 of 0
Ottman Azaitar,0,14 of 33,42%,16 of 36,0 of 0,---,0,0,0:00,6 of 20,7 of 11,1 of 2,12 of 28,2 of 5,0 of 0,Francisco Prado,1,38 of 57,38 of 57,66%,42 of 61,0 of 3,0%,0,0,0:49,31 of 46,2 of 6,5 of 5,17 of 30,1 of 1,20 of 26
Albert Duraev,0,31 of 77,40%,35 of 83,1 of 2,50%,0,0,1:14,18 of 57,7 of 8,6 of 12,31 of 76,0 of 1,0 of 0,JunYong Park,1,50 of 96,50 of 96,52%,77 of 138,0 of 1,0%,3,0,1:59,41 of 85,4 of 5,5 of 6,47 of 93,2 of 2,1 of 1
Norma Dumont,0,47 of 76,61%,98 of 141,3 of 3,100%,0,0,8:58,30 of 59,12 of 12,5 of 5,28 of 49,10 of 12,9 of 15,Chelsea Chandler,0,22 of 61,22 of 61,36%,72 of 124,1 of 3,33%,0,0,2:30,14 of 51,6 of 7,2 of 3,13 of 44,9 of 17,0 of 0
Nazim Sadykhov,0,8 of 15,53%,20 of 27,0 of 0,---,1,1,0:55,6 of 11,0 of 1,2 of 3,6 of 13,0 of 0,2 of 2,Terrance McKinney,0,6 of 14,6 of 14,42%,21 of 34,2 of 5,40%,0,0,4:16,3 of 10,3 of 3,0 of 1,4 of 12,2 of 2,0 of 0
Tucker Lutz,0,36 of 109,33%,41 of 115,3 of 9,33%,0,0,6:19,14 of 71,16 of 28,6 of 10,34 of 105,2 of 4,0 of 0,Melsik Baghdasaryan,0,64 of 108,64 of 108,59%,74 of 122,0 of 0,---,0,0,0:42,32 of 66,30 of 40,2 of 2,50 of 88,11 of 16,3 of 4
Viktoriia Dudakova,0,3 of 11,27%,3 of 11,1 of 1,100%,0,0,0:06,1 of 7,2 of 4,0 of 0,2 of 10,0 of 0,1 of 1,Istela Nunes,0,2 of 6,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,1 of 4,1 of 2,0 of 0,2 of 6,0 of 0,0 of 0
Austin Lingo,0,39 of 139,28%,39 of 140,0 of 0,---,0,0,0:00,24 of 114,11 of 17,4 of 8,39 of 139,0 of 0,0 of 0,Melquizael Costa,0,100 of 220,100 of 220,45%,108 of 236,3 of 8,37%,1,0,2:44,39 of 133,48 of 73,13 of 14,93 of 209,6 of 9,1 of 2
Evan Elder,1,96 of 195,49%,96 of 195,1 of 1,100%,1,0,0:06,61 of 155,15 of 19,20 of 21,96 of 193,0 of 1,0 of 1,Genaro Valdez,1,64 of 236,64 of 236,27%,65 of 237,0 of 0,---,0,0,0:00,51 of 210,4 of 6,9 of 20,62 of 231,2 of 5,0 of 0
Tyson Nam,0,81 of 213,38%,98 of 242,0 of 0,---,0,0,0:30,27 of 149,19 of 28,35 of 36,79 of 209,2 of 4,0 of 0,Azat Maksum,0,46 of 189,46 of 189,24%,46 of 190,2 of 11,18%,0,0,0:22,33 of 167,12 of 21,1 of 1,46 of 183,0 of 6,0 of 0
Alexander Munoz,1,44 of 111,39%,53 of 120,3 of 7,42%,0,0,3:54,37 of 99,6 of 11,1 of 1,27 of 87,2 of 3,15 of 21,Carl Deaton,0,37 of 108,37 of 108,34%,39 of 112,0 of 2,0%,0,0,0:00,29 of 97,8 of 11,0 of 0,36 of 106,1 of 2,0 of 0
Alexander Volkanovski,0,66 of 97,68%,149 of 198,7 of 12,58%,0,0,7:13,48 of 69,4 of 5,14 of 23,25 of 45,4 of 6,37 of 46,Yair Rodriguez,0,40 of 80,40 of 80,50%,57 of 103,0 of 0,---,0,0,0:00,13 of 49,11 of 14,16 of 17,38 of 77,0 of 0,2 of 3
Brandon Moreno,0,147 of 245,60%,167 of 265,2 of 4,50%,0,3,4:01,133 of 231,13 of 13,1 of 1,128 of 220,12 of 14,7 of 11,Alexandre Pantoja,1,129 of 274,129 of 274,47%,161 of 323,6 of 11,54%,0,0,8:26,106 of 247,20 of 22,3 of 5,104 of 239,13 of 21,12 of 14
Robert Whittaker,0,31 of 70,44%,32 of 71,1 of 1,100%,0,0,0:23,23 of 59,2 of 4,6 of 7,29 of 68,2 of 2,0 of 0,Dricus Du Plessis,1,62 of 104,62 of 104,59%,74 of 118,1 of 1,100%,0,0,0:57,38 of 77,11 of 13,13 of 14,41 of 77,8 of 10,13 of 17
Jalin Turner,0,100 of 177,56%,113 of 191,1 of 3,33%,0,0,0:18,63 of 128,30 of 37,7 of 12,78 of 152,18 of 21,4 of 4,Dan Hooker,1,125 of 197,125 of 197,63%,172 of 247,0 of 2,0%,1,0,3:09,77 of 139,25 of 32,23 of 26,100 of 157,19 of 31,6 of 9
Bo Nickal,1,7 of 10,70%,7 of 10,0 of 1,0%,0,0,0:02,7 of 10,0 of 0,0 of 0,6 of 9,0 of 0,1 of 1,Val Woodburn,0,2 of 9,2 of 9,22%,2 of 9,0 of 0,---,0,0,0:00,2 of 9,0 of 0,0 of 0,2 of 9,0 of 0,0 of 0
Robbie Lawler,1,8 of 10,80%,8 of 10,0 of 0,---,0,0,0:00,8 of 10,0 of 0,0 of 0,4 of 6,4 of 4,0 of 0,Niko Price,0,2 of 7,2 of 7,28%,2 of 7,0 of 0,---,0,0,0:00,0 of 3,1 of 2,1 of 2,1 of 6,1 of 1,0 of 0
Tatsuro Taira,0,61 of 78,78%,121 of 148,2 of 3,66%,1,1,9:53,40 of 54,2 of 4,19 of 20,26 of 36,0 of 0,35 of 42,Edgar Chairez,1,25 of 38,25 of 38,65%,26 of 39,0 of 0,---,2,1,0:25,15 of 23,5 of 6,5 of 9,25 of 38,0 of 0,0 of 0
Yazmin Jauregui,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,Denise Gomes,1,17 of 20,17 of 20,85%,21 of 24,0 of 0,---,0,0,0:10,17 of 20,0 of 0,0 of 0,4 of 6,0 of 0,13 of 14
Jimmy Crute,0,26 of 53,49%,32 of 59,1 of 5,20%,0,0,1:12,5 of 30,19 of 20,2 of 3,6 of 31,20 of 22,0 of 0,Alonzo Menifield,0,21 of 36,21 of 36,58%,25 of 40,0 of 0,---,1,0,1:45,18 of 33,2 of 2,1 of 1,17 of 32,4 of 4,0 of 0
Vitor Petrino,0,44 of 81,54%,72 of 111,4 of 6,66%,2,0,8:39,32 of 68,9 of 10,3 of 3,24 of 58,1 of 1,19 of 22,Marcin Prachnio,0,55 of 88,55 of 88,62%,147 of 185,0 of 1,0%,0,0,0:18,25 of 54,21 of 25,9 of 9,41 of 73,14 of 15,0 of 0
Cameron Saaiman,0,18 of 32,56%,23 of 38,2 of 2,100%,1,1,1:37,15 of 29,3 of 3,0 of 0,0 of 2,4 of 6,14 of 24,Terrence Mitchell,0,3 of 7,3 of 7,42%,6 of 11,1 of 2,50%,0,0,1:06,3 of 7,0 of 0,0 of 0,0 of 3,2 of 3,1 of 1
Shannon Ross,0,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0,Jesus Aguilar,1,2 of 3,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,1 of 1,0 of 0,1 of 2,2 of 3,0 of 0,0 of 0
Sean Strickland,1,81 of 188,43%,81 of 188,0 of 0,---,0,0,0:10,80 of 186,1 of 2,0 of 0,67 of 168,0 of 0,14 of 20,Abus Magomedov,0,47 of 101,47 of 101,46%,47 of 101,1 of 2,50%,0,0,0:23,21 of 68,16 of 23,10 of 10,47 of 101,0 of 0,0 of 0
Damir Ismagulov,0,13 of 28,46%,35 of 54,0 of 0,---,0,1,0:08,6 of 19,6 of 8,1 of 1,13 of 28,0 of 0,0 of 0,Grant Dawson,0,30 of 57,30 of 57,52%,84 of 128,3 of 5,60%,1,0,12:24,28 of 48,1 of 8,1 of 1,9 of 35,1 of 1,20 of 21
Max Griffin,0,36 of 102,35%,39 of 105,0 of 8,0%,0,0,2:10,28 of 93,4 of 4,4 of 5,35 of 99,1 of 3,0 of 0,Michael Morales,0,72 of 164,72 of 164,43%,73 of 165,1 of 1,100%,0,0,0:27,59 of 145,5 of 8,8 of 11,68 of 159,4 of 5,0 of 0
Ariane Lipski,0,66 of 149,44%,81 of 166,1 of 1,100%,0,0,0:47,28 of 101,27 of 36,11 of 12,53 of 131,12 of 15,1 of 3,Melissa Gatto,0,85 of 186,85 of 186,45%,100 of 201,0 of 7,0%,0,0,2:57,39 of 117,34 of 50,12 of 19,70 of 165,15 of 21,0 of 0
Ismael Bonfim,0,14 of 24,58%,15 of 26,0 of 0,---,0,0,0:10,9 of 19,2 of 2,3 of 3,8 of 18,5 of 5,1 of 1,Benoit Saint Denis,0,13 of 33,13 of 33,39%,35 of 58,2 of 7,28%,2,0,2:57,3 of 18,10 of 15,0 of 0,11 of 29,2 of 4,0 of 0
Brunno Ferreira,0,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:00,0 of 0,0 of 1,3 of 4,3 of 5,0 of 0,0 of 0,Nursulton Ruziboev,0,6 of 9,6 of 9,66%,6 of 9,1 of 1,100%,0,0,0:01,5 of 8,0 of 0,1 of 1,3 of 5,0 of 0,3 of 4
Kevin Lee,0,3 of 8,37%,3 of 8,0 of 0,---,0,0,0:00,3 of 8,0 of 0,0 of 0,3 of 8,0 of 0,0 of 0,Rinat Fakhretdinov,1,11 of 17,11 of 17,64%,11 of 17,0 of 0,---,1,0,0:20,6 of 12,2 of 2,3 of 3,11 of 17,0 of 0,0 of 0
Joanderson Brito,0,22 of 30,73%,24 of 32,1 of 1,100%,0,0,2:08,21 of 28,1 of 1,0 of 1,5 of 10,3 of 3,14 of 17,Westin Wilson,0,4 of 8,4 of 8,50%,14 of 18,0 of 0,---,2,0,0:00,0 of 3,3 of 4,1 of 1,3 of 7,1 of 1,0 of 0
Yana Santos,0,95 of 156,60%,151 of 213,0 of 0,---,0,0,3:53,20 of 69,42 of 47,33 of 40,63 of 113,32 of 43,0 of 0,Karol Rosa,0,66 of 130,66 of 130,50%,117 of 181,1 of 1,100%,0,0,0:41,38 of 95,18 of 21,10 of 14,48 of 106,12 of 14,6 of 10
Guram Kutateladze,0,85 of 163,52%,99 of 177,1 of 3,33%,0,0,2:23,49 of 114,28 of 40,8 of 9,54 of 122,25 of 30,6 of 11,Elves Brener,1,65 of 132,65 of 132,49%,93 of 165,2 of 7,28%,0,0,2:48,42 of 101,15 of 18,8 of 13,53 of 112,6 of 8,6 of 12
Ivana Petrovic,0,22 of 62,35%,77 of 122,2 of 6,33%,2,1,4:11,15 of 51,5 of 8,2 of 3,16 of 50,4 of 10,2 of 2,Luana Carolina,0,41 of 87,41 of 87,47%,112 of 167,1 of 3,33%,0,0,5:45,18 of 60,11 of 15,12 of 12,27 of 66,7 of 8,7 of 13
Alexandr Romanov,0,85 of 154,55%,104 of 180,2 of 3,66%,0,0,2:53,52 of 121,11 of 11,22 of 22,74 of 137,4 of 4,7 of 13,Blagoy Ivanov,0,44 of 108,44 of 108,40%,44 of 108,0 of 0,---,0,0,0:00,38 of 102,5 of 5,1 of 1,44 of 108,0 of 0,0 of 0
Josh Emmett,0,87 of 305,28%,89 of 309,0 of 0,---,0,0,0:00,43 of 232,26 of 53,18 of 20,87 of 305,0 of 0,0 of 0,Ilia Topuria,1,152 of 344,152 of 344,44%,171 of 365,3 of 3,100%,0,0,3:35,124 of 302,9 of 16,19 of 26,114 of 289,2 of 2,36 of 53
Amanda Ribas,0,35 of 74,47%,43 of 85,2 of 3,66%,0,0,2:25,21 of 52,7 of 14,7 of 8,30 of 68,5 of 6,0 of 0,Maycee Barber,0,81 of 124,81 of 124,65%,93 of 139,0 of 1,0%,0,0,1:22,70 of 108,5 of 10,6 of 6,32 of 60,6 of 9,43 of 55
Austen Lane,0,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:00,1 of 3,2 of 2,0 of 0,3 of 5,0 of 0,0 of 0,Justin Tafa,0,0 of 3,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
David Onama,1,53 of 104,50%,59 of 118,0 of 1,0%,0,1,2:53,47 of 95,3 of 6,3 of 3,42 of 86,3 of 5,8 of 13,Gabriel Santos,0,39 of 73,39 of 73,53%,56 of 90,2 of 4,50%,2,0,1:31,22 of 46,9 of 14,8 of 13,36 of 70,1 of 1,2 of 2
Brendan Allen,1,30 of 56,53%,40 of 69,0 of 2,0%,1,0,2:29,24 of 49,5 of 6,1 of 1,15 of 32,5 of 5,10 of 19,Bruno Silva,0,20 of 38,20 of 38,52%,24 of 42,0 of 0,---,0,0,0:02,17 of 33,3 of 5,0 of 0,16 of 33,4 of 5,0 of 0
Neil Magny,0,29 of 65,44%,109 of 159,0 of 3,0%,0,0,4:31,23 of 57,5 of 7,1 of 1,17 of 46,12 of 19,0 of 0,Phil Rowe,0,34 of 64,34 of 64,53%,51 of 86,1 of 2,50%,0,0,4:38,17 of 43,3 of 6,14 of 15,32 of 58,2 of 6,0 of 0
Randy Brown,0,64 of 134,47%,78 of 156,2 of 2,100%,0,0,2:47,21 of 85,17 of 23,26 of 26,53 of 121,11 of 13,0 of 0,Wellington Turman,0,55 of 105,55 of 105,52%,96 of 153,0 of 5,0%,0,0,3:05,19 of 60,10 of 14,26 of 31,43 of 90,12 of 15,0 of 0
Mateusz Rebecki,2,54 of 95,56%,64 of 110,1 of 1,100%,1,0,1:57,24 of 58,12 of 17,18 of 20,54 of 95,0 of 0,0 of 0,Loik Radzhabov,0,19 of 54,19 of 54,35%,19 of 54,0 of 0,---,0,0,0:03,16 of 50,3 of 4,0 of 0,19 of 54,0 of 0,0 of 0
Tabatha Ricci,0,100 of 315,31%,101 of 318,3 of 8,37%,0,0,0:38,59 of 257,17 of 25,24 of 33,95 of 306,3 of 7,2 of 2,Gillian Robertson,0,76 of 219,76 of 219,34%,78 of 225,1 of 4,25%,0,0,0:26,31 of 150,24 of 40,21 of 29,74 of 212,2 of 7,0 of 0
Zhalgas Zhumagulov,0,103 of 287,35%,104 of 291,1 of 5,20%,0,0,1:10,45 of 201,28 of 48,30 of 38,101 of 281,2 of 6,0 of 0,Joshua Van,0,120 of 234,120 of 234,51%,131 of 245,0 of 2,0%,0,0,0:01,78 of 179,29 of 41,13 of 14,106 of 217,14 of 17,0 of 0
Trevor Peek,0,51 of 125,40%,65 of 140,0 of 0,---,0,1,1:23,25 of 91,23 of 31,3 of 3,39 of 105,12 of 20,0 of 0,Chepe Mariscal,0,71 of 117,71 of 117,60%,145 of 203,4 of 12,33%,1,1,5:29,51 of 94,11 of 14,9 of 9,41 of 78,20 of 23,10 of 16
Jamall Emmers,0,57 of 155,36%,76 of 185,1 of 6,16%,0,2,4:17,26 of 98,18 of 38,13 of 19,51 of 146,1 of 3,5 of 6,Jack Jenkins,0,59 of 119,59 of 119,49%,85 of 154,1 of 1,100%,0,0,0:15,26 of 67,14 of 21,19 of 31,53 of 110,1 of 2,5 of 7
Marvin Vettori,0,153 of 301,50%,154 of 302,1 of 1,100%,0,0,0:28,117 of 257,15 of 21,21 of 23,148 of 293,5 of 8,0 of 0,Jared Cannonier,0,241 of 411,241 of 411,58%,257 of 428,4 of 6,66%,0,0,3:07,173 of 339,39 of 43,29 of 29,195 of 354,26 of 31,20 of 26
Arman Tsarukyan,0,80 of 115,69%,134 of 175,4 of 5,80%,0,0,9:01,64 of 95,13 of 17,3 of 3,32 of 64,7 of 8,41 of 43,Joaquim Silva,0,23 of 41,23 of 41,56%,77 of 96,0 of 0,---,0,0,0:00,11 of 27,9 of 11,3 of 3,11 of 25,10 of 13,2 of 3
Armen Petrosyan,0,89 of 156,57%,111 of 179,1 of 2,50%,0,0,3:21,37 of 90,15 of 22,37 of 44,77 of 139,10 of 14,2 of 3,Christian Leroy Duncan,0,59 of 122,59 of 122,48%,73 of 136,0 of 3,0%,0,0,1:09,23 of 72,8 of 16,28 of 34,58 of 121,0 of 0,1 of 1
Pat Sabatini,0,27 of 35,77%,88 of 97,2 of 3,66%,1,0,6:27,25 of 32,1 of 2,1 of 1,1 of 2,2 of 2,24 of 31,Lucas Almeida,0,2 of 4,2 of 4,50%,3 of 5,0 of 0,---,0,0,0:00,0 of 2,1 of 1,1 of 1,1 of 3,1 of 1,0 of 0
Manuel Torres,1,13 of 17,76%,13 of 17,0 of 0,---,0,0,0:01,3 of 7,6 of 6,4 of 4,12 of 16,0 of 0,1 of 1,Nikolas Motta,0,7 of 14,7 of 14,50%,7 of 14,0 of 0,---,0,0,0:00,3 of 10,1 of 1,3 of 3,7 of 14,0 of 0,0 of 0
Nicolas Dalby,0,86 of 140,61%,104 of 158,2 of 5,40%,0,0,6:36,41 of 84,36 of 43,9 of 13,43 of 91,36 of 41,7 of 8,Muslim Salikhov,0,57 of 88,57 of 88,64%,70 of 101,2 of 2,100%,0,0,0:55,34 of 58,21 of 28,2 of 2,47 of 78,10 of 10,0 of 0
Jimmy Flick,0,14 of 37,37%,14 of 37,0 of 4,0%,0,0,0:14,6 of 27,5 of 7,3 of 3,14 of 37,0 of 0,0 of 0,Alessandro Costa,1,65 of 91,65 of 91,71%,65 of 92,0 of 0,---,0,0,0:50,37 of 58,12 of 15,16 of 18,54 of 76,0 of 0,11 of 15
Kyung Ho Kang,1,22 of 37,59%,31 of 46,1 of 1,100%,1,0,0:40,14 of 28,3 of 4,5 of 5,17 of 31,0 of 0,5 of 6,Cristian Quinonez,0,13 of 29,13 of 29,44%,13 of 29,0 of 0,---,0,0,0:00,11 of 27,0 of 0,2 of 2,13 of 29,0 of 0,0 of 0
Carlos Hernandez,0,102 of 233,43%,108 of 239,2 of 7,28%,0,0,0:40,87 of 213,12 of 17,3 of 3,78 of 209,17 of 17,7 of 7,Denys Bondar,0,76 of 170,76 of 170,44%,82 of 176,2 of 5,40%,0,0,0:29,37 of 121,29 of 38,10 of 11,68 of 157,7 of 12,1 of 1
Tereza Bleda,0,57 of 99,57%,181 of 235,3 of 10,30%,0,0,10:51,38 of 70,12 of 18,7 of 11,17 of 56,7 of 7,33 of 36,Gabriella Fernandes,0,23 of 47,23 of 47,48%,47 of 72,0 of 0,---,0,0,0:10,11 of 34,5 of 6,7 of 7,22 of 45,1 of 2,0 of 0
Dan Argueta,0,4 of 4,100%,12 of 12,1 of 1,100%,2,1,2:08,3 of 3,1 of 1,0 of 0,1 of 1,0 of 0,3 of 3,Ronnie Lawrence,0,1 of 2,1 of 2,50%,2 of 3,0 of 0,---,0,0,0:03,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
Zac Pauga,0,67 of 117,57%,72 of 123,1 of 5,20%,0,0,2:17,35 of 80,25 of 30,7 of 7,58 of 105,7 of 10,2 of 2,Modestas Bukauskas,0,56 of 112,56 of 112,50%,62 of 120,0 of 0,---,0,0,1:20,42 of 96,10 of 12,4 of 4,50 of 102,5 of 9,1 of 1
Amanda Nunes,0,142 of 267,53%,196 of 323,6 of 13,46%,0,0,7:00,97 of 198,28 of 49,17 of 20,115 of 234,5 of 8,22 of 25,Irene Aldana,0,41 of 143,41 of 143,28%,57 of 159,0 of 0,---,0,0,0:10,25 of 118,3 of 7,13 of 18,36 of 133,3 of 3,2 of 7
Charles Oliveira,1,26 of 36,72%,37 of 47,0 of 1,0%,0,0,0:31,23 of 32,3 of 3,0 of 1,7 of 13,3 of 3,16 of 20,Beneil Dariush,0,12 of 28,12 of 28,42%,32 of 59,0 of 0,---,0,0,2:44,8 of 24,3 of 3,1 of 1,6 of 14,0 of 0,6 of 14
